SalesID,CustID,PaymentMethod,PaymentDate,PaymentID,PaymentAmount,LoanID,Bank Name
SO241633,26600,Cash,24-02-2024,P21836,71500,,NetCash
SO241634,30176,DebitCard,24-02-2024,P21837,144500,,Axis
SO241635,30289,CreditCard,24-02-2024,P21838,19050,LDE4535,Canara Bank
SO241636,29763,Cash,24-02-2024,P21839,96700,,NetCash
SO241637,28994,DebitCard,24-02-2024,P21840,9077,,ICICI
SO241638,30870,BankTransferEMI,24-02-2024,P21841,20550,LDE4538,ICICI
SO241639,27790,Cash,24-02-2024,P21842,90010,,NetCash
SO241640,29010,BankTransferEMI,25-02-2024,P21843,24750,LDE4540,Axis
SO241641,30458,Cash,25-02-2024,P21844,107000,,NetCash
SO241642,29391,BankTransferEMI,25-02-2024,P21845,20850,LDE4542,Andhra Bank
SO241643,27774,DebitCard,25-02-2024,P21846,72000,,HDFC
SO241644,29306,Cash,25-02-2024,P21847,91000,,NetCash
SO241645,29023,CreditCard,25-02-2024,P21848,56802,LDE4545,Andhra Bank
SO241646,27985,CreditCard,25-02-2024,P21849,44100,LDE4546,HDFC
SO241647,28681,DebitCard,25-02-2024,P21850,9577,,HDFC
SO241648,25444,DebitCard,25-02-2024,P21851,112000,,Canara Bank
SO241649,27263,CreditCard,25-02-2024,P21852,54750,LDE4549,ICICI
SO241650,25993,Cash,25-02-2024,P21853,134500,,NetCash
SO241651,25220,AutoDebitEMI,25-02-2024,P21854,24149.7,LDE4551,Andhra Bank
SO241652,31016,Cash,25-02-2024,P21855,76999,,NetCash
SO241653,28033,BankTransfer,25-02-2024,P21856,82750,,Andhra Bank
SO241654,28233,AutoDebitEMI,25-02-2024,P21857,21750,LDE4554,Axis
SO241655,26812,DebitCard,25-02-2024,P21858,68970,,Andhra Bank
SO241656,26406,CreditCard,25-02-2024,P21859,28350,LDE4556,Axis
SO241657,27149,BankTransfer,25-02-2024,P21860,306000,,Axis
SO241658,29975,BankTransferEMI,25-02-2024,P21861,38250,LDE4558,Andhra Bank
SO241659,29736,BankTransfer,25-02-2024,P21862,177000,,HDFC
SO241660,28076,BankTransferEMI,25-02-2024,P21863,23550,LDE4560,HDFC
SO241661,28226,CreditCard,25-02-2024,P21864,27840,LDE4561,ICICI
SO241662,29945,Cash,25-02-2024,P21865,91000,,NetCash
SO241663,29203,UPI,25-02-2024,P21866,28671,LDE4563,Andhra Bank
SO241664,25632,BankTransfer,25-02-2024,P21867,95570,,ICICI
SO241665,28089,AutoDebitEMI,25-02-2024,P21868,33750,LDE4565,Axis
SO241666,26591,Cash,25-02-2024,P21869,54500,,NetCash
SO241667,28797,CreditCard,25-02-2024,P21870,19932,LDE4567,HDFC
SO241668,28692,BankTransfer,26-02-2024,P21871,159445,,HDFC
SO241669,28784,UPI,26-02-2024,P21872,20541,LDE4569,Andhra Bank
SO241670,27808,Cash,26-02-2024,P21873,84590,,NetCash
SO241671,27914,BankTransfer,26-02-2024,P21874,123650,,HDFC
SO241672,26668,BankTransferEMI,26-02-2024,P21875,23550,LDE4572,Axis
SO241673,26225,BankTransferEMI,26-02-2024,P21876,22931.4,LDE4573,Andhra Bank
SO241674,27208,AutoDebitEMI,26-02-2024,P21877,13350,LDE4574,HDFC
SO241675,30141,Cash,26-02-2024,P21878,177500,,NetCash
SO241676,30312,CreditCard,26-02-2024,P21879,39741,LDE4576,Canara Bank
SO241677,29343,BankTransfer,26-02-2024,P21880,44614,,HDFC
SO241678,25228,CreditCard,26-02-2024,P21881,16350,LDE4578,ICICI
SO241679,30258,BankTransfer,26-02-2024,P21882,48664,,ICICI
SO241680,27095,BankTransfer,26-02-2024,P21883,73500,,Axis
SO241681,25119,BankTransferEMI,26-02-2024,P21884,3173.1,LDE4581,ICICI
SO241682,30309,BankTransfer,26-02-2024,P21885,10577,,ICICI
SO241683,30608,BankTransferEMI,26-02-2024,P21886,29400,LDE4583,Andhra Bank
SO241684,25532,BankTransferEMI,26-02-2024,P21887,59250,LDE4584,Andhra Bank
SO241685,30563,Cash,26-02-2024,P21888,76938,,NetCash
SO241686,28712,UPI,26-02-2024,P21889,67800,LDE4586,Axis
SO241687,25393,BankTransferEMI,26-02-2024,P21890,23550,LDE4587,Axis
SO241688,26314,Cash,26-02-2024,P21891,189000,,NetCash
SO241689,30219,BankTransfer,26-02-2024,P21892,82500,,Andhra Bank
SO241690,25143,Cash,26-02-2024,P21893,54500,,NetCash
SO241691,26449,BankTransferEMI,26-02-2024,P21894,20541,LDE4591,HDFC
SO241692,25679,UPI,26-02-2024,P21895,22500,LDE4592,ICICI
SO241693,29238,UPI,26-02-2024,P21896,54720,LDE4593,Andhra Bank
SO241694,26409,Cash,26-02-2024,P21897,67740,,NetCash
SO241695,30549,BankTransferEMI,26-02-2024,P21898,14734.2,LDE4595,HDFC
SO241696,27780,BankTransfer,27-02-2024,P21899,177500,,Andhra Bank
SO241697,26772,AutoDebitEMI,27-02-2024,P21900,59250,LDE4597,ICICI
SO241698,28239,AutoDebitEMI,27-02-2024,P21901,23250,LDE4598,Canara Bank
SO241699,29528,UPI,27-02-2024,P21902,22200,LDE4599,ICICI
SO241700,25334,BankTransferEMI,27-02-2024,P21903,22200,LDE4600,ICICI
SO241701,30041,UPI,27-02-2024,P21904,54300,LDE4601,ICICI
SO241702,30225,BankTransferEMI,27-02-2024,P21905,16350,LDE4602,Andhra Bank
SO241703,25561,AutoDebitEMI,27-02-2024,P21906,19932,LDE4603,ICICI
SO241704,25982,BankTransfer,27-02-2024,P21907,98500,,Axis
SO241705,29298,BankTransfer,27-02-2024,P21908,80950,,Andhra Bank
SO241706,30401,BankTransfer,27-02-2024,P21909,87990,,Canara Bank
SO241707,30904,UPI,27-02-2024,P21910,20472,LDE4607,Axis
SO241708,28504,BankTransfer,27-02-2024,P21911,114000,,HDFC
SO241709,25736,AutoDebitEMI,27-02-2024,P21912,85800,LDE4609,Canara Bank
SO241710,30013,AutoDebitEMI,27-02-2024,P21913,23999.7,LDE4610,HDFC
SO241711,26939,DebitCard,27-02-2024,P21914,69500,,HDFC
SO241712,27104,Cash,27-02-2024,P21915,43304,,NetCash
SO241713,26915,AutoDebitEMI,27-02-2024,P21916,34596.3,LDE4613,Canara Bank
SO241714,27898,UPI,27-02-2024,P21917,16755.6,LDE4614,HDFC
SO241715,30131,BankTransfer,27-02-2024,P21918,68470,,Canara Bank
SO241716,25602,BankTransfer,27-02-2024,P21919,276500,,Canara Bank
SO241717,26056,UPI,27-02-2024,P21920,33803.7,LDE4617,Axis
SO241718,30389,DebitCard,27-02-2024,P21921,75000,,Andhra Bank
SO241719,30140,UPI,27-02-2024,P21922,21786,LDE4619,HDFC
SO241720,25419,AutoDebitEMI,27-02-2024,P21923,26250,LDE4620,Axis
SO241721,28334,BankTransfer,27-02-2024,P21924,43804,,ICICI
SO241722,26781,BankTransferEMI,27-02-2024,P21925,29160,LDE4622,ICICI
SO241723,30669,DebitCard,27-02-2024,P21926,78500,,HDFC
SO241724,30815,CreditCard,28-02-2024,P21927,54750,LDE4624,HDFC
SO241725,29304,BankTransferEMI,28-02-2024,P21928,26100,LDE4625,HDFC
SO241726,25368,CreditCard,28-02-2024,P21929,21450,LDE4626,Axis
SO241727,25485,CreditCard,28-02-2024,P21930,82800,LDE4627,Canara Bank
SO241728,26579,UPI,28-02-2024,P21931,32250,LDE4628,Axis
SO241729,30820,BankTransferEMI,28-02-2024,P21932,31471.2,LDE4629,ICICI
SO241730,25225,UPI,28-02-2024,P21933,26250,LDE4630,Canara Bank
SO241731,25869,BankTransferEMI,28-02-2024,P21934,21600,LDE4631,Canara Bank
SO241732,26950,AutoDebitEMI,28-02-2024,P21935,91950,LDE4632,Axis
SO241733,30681,BankTransfer,28-02-2024,P21936,187000,,Axis
SO241734,28161,CreditCard,28-02-2024,P21937,39049.2,LDE4634,Andhra Bank
SO241735,25137,AutoDebitEMI,28-02-2024,P21938,20073.6,LDE4635,HDFC
SO241736,25771,UPI,28-02-2024,P21939,21000,LDE4636,Canara Bank
SO241737,28686,BankTransferEMI,28-02-2024,P21940,22050,LDE4637,HDFC
SO241738,26937,DebitCard,28-02-2024,P21941,182400,,HDFC
SO241739,29983,DebitCard,28-02-2024,P21942,78500,,ICICI
SO241740,26473,AutoDebitEMI,28-02-2024,P21943,79800,LDE4640,Andhra Bank
SO241741,29864,Cash,28-02-2024,P21944,107802,,NetCash
SO241742,25145,CreditCard,28-02-2024,P21945,21300,LDE4642,HDFC
SO241743,27793,DebitCard,28-02-2024,P21946,69550,,Canara Bank
SO241744,26207,BankTransfer,28-02-2024,P21947,197500,,Canara Bank
SO241745,26016,CreditCard,28-02-2024,P21948,25050,LDE4645,HDFC
SO241746,28240,UPI,28-02-2024,P21949,36864.9,LDE4646,ICICI
SO241747,26515,BankTransferEMI,28-02-2024,P21950,29200.5,LDE4647,Andhra Bank
SO241748,26502,UPI,28-02-2024,P21951,36750,LDE4648,HDFC
SO241749,31042,AutoDebitEMI,28-02-2024,P21952,20541,LDE4649,HDFC
SO241750,26259,Cash,28-02-2024,P21953,114500,,NetCash
SO241751,28402,BankTransferEMI,28-02-2024,P21954,14449.2,LDE4651,HDFC
SO241752,30947,AutoDebitEMI,01-03-2024,P21955,26250,LDE4652,Axis
SO241753,29908,Cash,01-03-2024,P21956,72000,,NetCash
SO241754,28478,UPI,01-03-2024,P21957,56250,LDE4654,HDFC
SO241755,30756,BankTransferEMI,01-03-2024,P21958,39891,LDE4655,ICICI
SO241756,30714,CreditCard,01-03-2024,P21959,19200,LDE4656,Canara Bank
SO241757,28749,BankTransferEMI,01-03-2024,P21960,22350,LDE4657,Andhra Bank
SO241758,25668,Cash,01-03-2024,P21961,53500,,NetCash
SO241759,25431,AutoDebitEMI,01-03-2024,P21962,29550,LDE4659,ICICI
SO241760,27044,UPI,01-03-2024,P21963,32850,LDE4660,Canara Bank
SO241761,25249,Cash,01-03-2024,P21964,63500,,NetCash
SO241762,25631,Cash,01-03-2024,P21965,182000,,NetCash
SO241763,30293,CreditCard,01-03-2024,P21966,29050.5,LDE4663,Andhra Bank
SO241764,26631,Cash,01-03-2024,P21967,129426,,NetCash
SO241765,29229,CreditCard,01-03-2024,P21968,28671,LDE4665,Andhra Bank
SO241766,25802,AutoDebitEMI,01-03-2024,P21969,13200,LDE4666,HDFC
SO241767,26067,BankTransferEMI,01-03-2024,P21970,59250,LDE4667,ICICI
SO241768,25609,UPI,01-03-2024,P21971,39071.4,LDE4668,ICICI
SO241769,27815,Cash,01-03-2024,P21972,116500,,NetCash
SO241770,25178,AutoDebitEMI,01-03-2024,P21973,57000,LDE4670,HDFC
SO241771,25137,DebitCard,01-03-2024,P21974,53000,,HDFC
SO241772,28426,AutoDebitEMI,01-03-2024,P21975,59250,LDE4672,Canara Bank
SO241773,27801,CreditCard,01-03-2024,P21976,26100,LDE4673,ICICI
SO241774,25579,Cash,01-03-2024,P21977,85930,,NetCash
SO241775,28086,DebitCard,01-03-2024,P21978,74000,,Canara Bank
SO241776,27393,UPI,01-03-2024,P21979,37014.9,LDE4676,ICICI
SO241777,30317,UPI,01-03-2024,P21980,32850,LDE4677,Axis
SO241778,29406,UPI,01-03-2024,P21981,20850,LDE4678,Canara Bank
SO241779,25508,AutoDebitEMI,01-03-2024,P21982,25377,LDE4679,ICICI
SO241780,30894,UPI,02-03-2024,P21983,58452,LDE4680,Canara Bank
SO241781,25798,CreditCard,02-03-2024,P21984,54471,LDE4681,Axis
SO241782,29633,AutoDebitEMI,02-03-2024,P21985,20082,LDE4682,Andhra Bank
SO241783,30798,BankTransfer,02-03-2024,P21986,55023,,Axis
SO241784,26584,AutoDebitEMI,02-03-2024,P21987,26700,LDE4684,Axis
SO241785,29230,Cash,02-03-2024,P21988,76999,,NetCash
SO241786,29586,UPI,02-03-2024,P21989,56952,LDE4686,ICICI
SO241787,29640,BankTransferEMI,02-03-2024,P21990,44250,LDE4687,ICICI
SO241788,30350,BankTransferEMI,02-03-2024,P21991,22500,LDE4688,HDFC
SO241789,28091,BankTransfer,02-03-2024,P21992,68500,,Axis
SO241790,25899,Cash,02-03-2024,P21993,136546,,NetCash
SO241791,25721,UPI,02-03-2024,P21994,28341,LDE4691,ICICI
SO241792,30527,BankTransfer,02-03-2024,P21995,85430,,ICICI
SO241793,27146,DebitCard,02-03-2024,P21996,306000,,ICICI
SO241794,27025,AutoDebitEMI,02-03-2024,P21997,23099.7,LDE4694,Axis
SO241795,29017,CreditCard,02-03-2024,P21998,29010,LDE4695,Axis
SO241796,30230,CreditCard,02-03-2024,P21999,32850,LDE4696,Andhra Bank
SO241797,27940,UPI,02-03-2024,P22000,27493.2,LDE4697,ICICI
SO241798,25665,AutoDebitEMI,02-03-2024,P22001,20850,LDE4698,HDFC
SO241799,27836,BankTransferEMI,02-03-2024,P22002,22194,LDE4699,Axis
SO241800,26820,DebitCard,02-03-2024,P22003,75500,,Andhra Bank
SO241801,29953,Cash,02-03-2024,P22004,129738,,NetCash
SO241802,30834,BankTransferEMI,02-03-2024,P22005,26700,LDE4702,Canara Bank
SO241803,26716,DebitCard,02-03-2024,P22006,73500,,Canara Bank
SO241804,28120,AutoDebitEMI,02-03-2024,P22007,32700,LDE4704,ICICI
SO241805,27426,CreditCard,02-03-2024,P22008,27750,LDE4705,Axis
SO241806,28410,BankTransferEMI,02-03-2024,P22009,20706,LDE4706,HDFC
SO241807,30094,AutoDebitEMI,02-03-2024,P22010,79950,LDE4707,Canara Bank
SO241808,26052,DebitCard,03-03-2024,P22011,64500,,Canara Bank
SO241809,29293,BankTransferEMI,03-03-2024,P22012,13384.2,LDE4709,HDFC
SO241810,27424,AutoDebitEMI,03-03-2024,P22013,20541,LDE4710,Canara Bank
SO241811,30286,Cash,03-03-2024,P22014,68500,,NetCash
SO241812,27844,BankTransfer,03-03-2024,P22015,109500,,Canara Bank
SO241813,25871,Cash,03-03-2024,P22016,281500,,NetCash
SO241814,27488,CreditCard,03-03-2024,P22017,26100,LDE4714,HDFC
SO241815,28447,AutoDebitEMI,03-03-2024,P22018,25050,LDE4715,Axis
SO241816,28086,CreditCard,03-03-2024,P22019,57600,LDE4716,ICICI
SO241817,26917,CreditCard,03-03-2024,P22020,23550,LDE4717,HDFC
SO241818,25253,DebitCard,03-03-2024,P22021,87500,,Axis
SO241819,26094,AutoDebitEMI,03-03-2024,P22022,38921.4,LDE4719,Andhra Bank
SO241820,26666,Cash,03-03-2024,P22023,124000,,NetCash
SO241821,30705,Cash,03-03-2024,P22024,77500,,NetCash
SO241822,26214,BankTransferEMI,03-03-2024,P22025,23999.7,LDE4722,HDFC
SO241823,27693,BankTransfer,03-03-2024,P22026,68999,,Axis
SO241824,30883,UPI,03-03-2024,P22027,21750,LDE4724,HDFC
SO241825,29340,DebitCard,03-03-2024,P22028,80950,,HDFC
SO241826,28437,AutoDebitEMI,03-03-2024,P22029,33150,LDE4726,Andhra Bank
SO241827,25412,BankTransfer,03-03-2024,P22030,112500,,Canara Bank
SO241828,26116,BankTransferEMI,03-03-2024,P22031,28341,LDE4728,HDFC
SO241829,30397,BankTransfer,03-03-2024,P22032,276500,,Canara Bank
SO241830,31010,BankTransferEMI,03-03-2024,P22033,91950,LDE4730,Andhra Bank
SO241831,25316,UPI,03-03-2024,P22034,56100,LDE4731,HDFC
SO241832,26718,CreditCard,03-03-2024,P22035,25662,LDE4732,HDFC
SO241833,28166,BankTransfer,03-03-2024,P22036,73000,,HDFC
SO241834,26154,BankTransferEMI,03-03-2024,P22037,22200,LDE4734,ICICI
SO241835,26025,AutoDebitEMI,03-03-2024,P22038,20535,LDE4735,Axis
SO241836,25528,BankTransfer,04-03-2024,P22039,182000,,Axis
SO241837,30248,DebitCard,04-03-2024,P22040,69500,,Canara Bank
SO241838,30393,BankTransfer,04-03-2024,P22041,67740,,HDFC
SO241839,30435,BankTransfer,04-03-2024,P22042,9077,,Andhra Bank
SO241840,27015,DebitCard,04-03-2024,P22043,195340,,Axis
SO241841,25832,CreditCard,04-03-2024,P22044,28341,LDE4741,ICICI
SO241842,25356,CreditCard,04-03-2024,P22045,69300,LDE4742,Andhra Bank
SO241843,28597,CreditCard,04-03-2024,P22046,23100,LDE4743,Axis
SO241844,30594,CreditCard,04-03-2024,P22047,15549,LDE4744,HDFC
SO241845,27974,AutoDebitEMI,04-03-2024,P22048,32850,LDE4745,Andhra Bank
SO241846,29408,CreditCard,04-03-2024,P22049,21450,LDE4746,Andhra Bank
SO241847,27730,UPI,04-03-2024,P22050,39600,LDE4747,HDFC
SO241848,25242,UPI,04-03-2024,P22051,29550,LDE4748,Andhra Bank
SO241849,29124,Cash,04-03-2024,P22052,122883,,NetCash
SO241850,26272,AutoDebitEMI,04-03-2024,P22053,57150,LDE4750,Andhra Bank
SO241851,30097,BankTransfer,04-03-2024,P22054,81999,,Axis
SO241852,27046,BankTransferEMI,04-03-2024,P22055,85800,LDE4752,HDFC
SO241853,26518,AutoDebitEMI,04-03-2024,P22056,32850,LDE4753,Andhra Bank
SO241854,26223,Cash,04-03-2024,P22057,87000,,NetCash
SO241855,27076,DebitCard,04-03-2024,P22058,68950,,Axis
SO241856,29435,BankTransfer,04-03-2024,P22059,83000,,HDFC
SO241857,29468,AutoDebitEMI,04-03-2024,P22060,44100,LDE4757,HDFC
SO241858,30698,CreditCard,04-03-2024,P22061,16755.6,LDE4758,Andhra Bank
SO241859,29613,DebitCard,04-03-2024,P22062,44000,,Canara Bank
SO241860,27869,AutoDebitEMI,04-03-2024,P22063,56250,LDE4760,Andhra Bank
SO241861,26561,BankTransfer,04-03-2024,P22064,112000,,HDFC
SO241862,27475,BankTransferEMI,04-03-2024,P22065,22200,LDE4762,HDFC
SO241863,30744,BankTransfer,04-03-2024,P22066,124000,,HDFC
SO241864,25825,UPI,05-03-2024,P22067,23081.4,LDE4764,HDFC
SO241865,28142,AutoDebitEMI,05-03-2024,P22068,14884.2,LDE4765,HDFC
SO241866,29015,UPI,05-03-2024,P22069,33653.7,LDE4766,Andhra Bank
SO241867,26739,AutoDebitEMI,05-03-2024,P22070,37245,LDE4767,ICICI
SO241868,28261,UPI,05-03-2024,P22071,24150,LDE4768,Axis
SO241869,27896,BankTransferEMI,05-03-2024,P22072,32700,LDE4769,Andhra Bank
SO241870,25034,UPI,05-03-2024,P22073,27003,LDE4770,Axis
SO241871,30641,AutoDebitEMI,05-03-2024,P22074,20700,LDE4771,Andhra Bank
SO241872,29681,Cash,05-03-2024,P22075,77000,,NetCash
SO241873,28873,CreditCard,05-03-2024,P22076,32850,LDE4773,Axis
SO241874,29257,DebitCard,05-03-2024,P22077,74000,,ICICI
SO241875,30334,CreditCard,05-03-2024,P22078,27750,LDE4775,ICICI
SO241876,25971,BankTransferEMI,05-03-2024,P22079,27831,LDE4776,Andhra Bank
SO241877,26992,DebitCard,05-03-2024,P22080,181500,,Axis
SO241878,27801,CreditCard,05-03-2024,P22081,28491,LDE4778,Andhra Bank
SO241879,27150,Cash,05-03-2024,P22082,44114,,NetCash
SO241880,25266,BankTransferEMI,05-03-2024,P22083,58602,LDE4780,ICICI
SO241881,29468,AutoDebitEMI,05-03-2024,P22084,44250,LDE4781,Axis
SO241882,28258,BankTransferEMI,05-03-2024,P22085,20550,LDE4782,Axis
SO241883,30674,BankTransferEMI,05-03-2024,P22086,14700,LDE4783,Andhra Bank
SO241884,27586,DebitCard,05-03-2024,P22087,80450,,Axis
SO241885,28092,Cash,05-03-2024,P22088,78500,,NetCash
SO241886,29840,UPI,05-03-2024,P22089,22500,LDE4786,Canara Bank
SO241887,25491,BankTransferEMI,05-03-2024,P22090,18507,LDE4787,ICICI
SO241888,30153,Cash,05-03-2024,P22091,85930,,NetCash
SO241889,29616,Cash,05-03-2024,P22092,72000,,NetCash
SO241890,25211,AutoDebitEMI,05-03-2024,P22093,27900,LDE4790,Canara Bank
SO241891,25940,AutoDebitEMI,05-03-2024,P22094,17742,LDE4791,HDFC
SO241892,25053,Cash,06-03-2024,P22095,94970,,NetCash
SO241893,25206,AutoDebitEMI,06-03-2024,P22096,21750,LDE4793,Canara Bank
SO241894,26894,DebitCard,06-03-2024,P22097,192500,,Axis
SO241895,28451,BankTransfer,06-03-2024,P22098,85930,,Andhra Bank
SO241896,27900,UPI,06-03-2024,P22099,85800,LDE4796,ICICI
SO241897,27187,BankTransfer,06-03-2024,P22100,137046,,Andhra Bank
SO241898,30714,DebitCard,06-03-2024,P22101,116000,,Axis
SO241899,25616,CreditCard,06-03-2024,P22102,26100,LDE4799,Canara Bank
SO241900,25436,BankTransfer,06-03-2024,P22103,231000,,HDFC
SO241901,26291,AutoDebitEMI,06-03-2024,P22104,69450,LDE4801,Axis
SO241902,28691,UPI,06-03-2024,P22105,36600,LDE4802,Andhra Bank
SO241903,26325,AutoDebitEMI,06-03-2024,P22106,40963.8,LDE4803,Andhra Bank
SO241904,28263,BankTransfer,06-03-2024,P22107,96750,,HDFC
SO241905,30425,BankTransfer,06-03-2024,P22108,76938,,Axis
SO241906,28657,AutoDebitEMI,06-03-2024,P22109,21150,LDE4806,ICICI
SO241907,29302,CreditCard,06-03-2024,P22110,15900,LDE4807,Axis
SO241908,25664,CreditCard,06-03-2024,P22111,32100,LDE4808,HDFC
SO241909,30654,CreditCard,06-03-2024,P22112,20400,LDE4809,Andhra Bank
SO241910,27291,AutoDebitEMI,06-03-2024,P22113,27990,LDE4810,Axis
SO241911,25666,UPI,06-03-2024,P22114,58452,LDE4811,Axis
SO241912,26655,BankTransfer,06-03-2024,P22115,71250,,ICICI
SO241913,27279,Cash,06-03-2024,P22116,144500,,NetCash
SO241914,26614,CreditCard,06-03-2024,P22117,21900,LDE4814,Andhra Bank
SO241915,29370,AutoDebitEMI,06-03-2024,P22118,26700,LDE4815,HDFC
SO241916,30098,BankTransferEMI,06-03-2024,P22119,36600,LDE4816,Axis
SO241917,27107,BankTransfer,06-03-2024,P22120,72000,,Andhra Bank
SO241918,31005,AutoDebitEMI,06-03-2024,P22121,34800,LDE4818,ICICI
SO241919,28155,UPI,06-03-2024,P22122,29025,LDE4819,Andhra Bank
SO241920,27614,CreditCard,07-03-2024,P22123,54870,LDE4820,Andhra Bank
SO241921,29298,DebitCard,07-03-2024,P22124,116500,,Axis
SO241922,30908,BankTransfer,07-03-2024,P22125,49114,,HDFC
SO241923,25742,UPI,07-03-2024,P22126,45599.7,LDE4823,HDFC
SO241924,28564,CreditCard,07-03-2024,P22127,32850,LDE4824,Canara Bank
SO241925,28442,CreditCard,07-03-2024,P22128,32340.6,LDE4825,ICICI
SO241926,29080,BankTransfer,07-03-2024,P22129,44000,,HDFC
SO241927,26022,BankTransferEMI,07-03-2024,P22130,33653.7,LDE4827,HDFC
SO241928,27477,BankTransferEMI,07-03-2024,P22131,24300,LDE4828,HDFC
SO241929,29198,BankTransferEMI,07-03-2024,P22132,21600,LDE4829,Canara Bank
SO241930,28397,BankTransferEMI,07-03-2024,P22133,22800,LDE4830,Andhra Bank
SO241931,30594,UPI,07-03-2024,P22134,53100,LDE4831,ICICI
SO241932,26315,AutoDebitEMI,07-03-2024,P22135,20550,LDE4832,Axis
SO241933,29815,Cash,07-03-2024,P22136,182400,,NetCash
SO241934,25429,BankTransferEMI,07-03-2024,P22137,21150,LDE4834,Canara Bank
SO241935,25922,CreditCard,07-03-2024,P22138,59250,LDE4835,Axis
SO241936,25825,Cash,07-03-2024,P22139,152499,,NetCash
SO241937,25546,DebitCard,07-03-2024,P22140,76950,,Andhra Bank
SO241938,28354,Cash,07-03-2024,P22141,114000,,NetCash
SO241939,25857,AutoDebitEMI,07-03-2024,P22142,21150,LDE4839,Andhra Bank
SO241940,26714,CreditCard,07-03-2024,P22143,21000,LDE4840,Andhra Bank
SO241941,31022,AutoDebitEMI,07-03-2024,P22144,26547,LDE4841,ICICI
SO241942,30937,UPI,07-03-2024,P22145,19002,LDE4842,Axis
SO241943,30606,DebitCard,07-03-2024,P22146,132000,,Andhra Bank
SO241944,25889,CreditCard,07-03-2024,P22147,25629,LDE4844,HDFC
SO241945,30967,BankTransferEMI,07-03-2024,P22148,37350,LDE4845,Canara Bank
SO241946,25877,DebitCard,07-03-2024,P22149,89500,,HDFC
SO241947,30592,AutoDebitEMI,07-03-2024,P22150,15699,LDE4847,HDFC
SO241948,28535,BankTransfer,08-03-2024,P22151,54500,,ICICI
SO241949,30241,CreditCard,08-03-2024,P22152,16605.6,LDE4849,ICICI
SO241950,27524,BankTransfer,08-03-2024,P22153,129738,,HDFC
SO241951,25775,UPI,08-03-2024,P22154,32700,LDE4851,ICICI
SO241952,26157,UPI,08-03-2024,P22155,23400,LDE4852,HDFC
SO241953,27010,AutoDebitEMI,08-03-2024,P22156,19350,LDE4853,ICICI
SO241954,30289,DebitCard,08-03-2024,P22157,83500,,HDFC
SO241955,27292,CreditCard,08-03-2024,P22158,84300,LDE4855,Canara Bank
SO241956,26411,UPI,08-03-2024,P22159,29160,LDE4856,Canara Bank
SO241957,29806,BankTransferEMI,08-03-2024,P22160,19050,LDE4857,Andhra Bank
SO241958,25013,BankTransfer,08-03-2024,P22161,69920,,Andhra Bank
SO241959,28045,DebitCard,08-03-2024,P22162,87000,,Axis
SO241960,28535,UPI,08-03-2024,P22163,16869.6,LDE4860,HDFC
SO241961,26907,BankTransfer,08-03-2024,P22164,96070,,ICICI
SO241962,26719,Cash,08-03-2024,P22165,89000,,NetCash
SO241963,27947,DebitCard,08-03-2024,P22166,64000,,Canara Bank
SO241964,30362,BankTransfer,08-03-2024,P22167,107000,,HDFC
SO241965,30036,UPI,08-03-2024,P22168,27450,LDE4865,Canara Bank
SO241966,29467,Cash,08-03-2024,P22169,187500,,NetCash
SO241967,25335,CreditCard,08-03-2024,P22170,18852,LDE4867,Axis
SO241968,30123,Cash,08-03-2024,P22171,66912,,NetCash
SO241969,25339,Cash,08-03-2024,P22172,226500,,NetCash
SO241970,25337,CreditCard,08-03-2024,P22173,32850,LDE4870,Andhra Bank
SO241971,25671,UPI,08-03-2024,P22174,28350,LDE4871,Canara Bank
SO241972,29175,AutoDebitEMI,08-03-2024,P22175,69450,LDE4872,Canara Bank
SO241973,29696,UPI,08-03-2024,P22176,36750,LDE4873,Andhra Bank
SO241974,27673,CreditCard,08-03-2024,P22177,24149.7,LDE4874,Axis
SO241975,30775,AutoDebitEMI,08-03-2024,P22178,14884.2,LDE4875,Axis
SO241976,30051,BankTransferEMI,09-03-2024,P22179,23999.7,LDE4876,ICICI
SO241977,27332,AutoDebitEMI,09-03-2024,P22180,34950,LDE4877,HDFC
SO241978,29651,DebitCard,09-03-2024,P22181,52330,,Canara Bank
SO241979,26624,UPI,09-03-2024,P22182,54471,LDE4879,Andhra Bank
SO241980,29510,UPI,09-03-2024,P22183,23085,LDE4880,Axis
SO241981,27207,DebitCard,09-03-2024,P22184,177500,,HDFC
SO241982,27839,UPI,09-03-2024,P22185,37350,LDE4882,Axis
SO241983,26488,BankTransferEMI,09-03-2024,P22186,47100,LDE4883,HDFC
SO241984,27408,BankTransfer,09-03-2024,P22187,64500,,ICICI
SO241985,27791,Cash,09-03-2024,P22188,97335,,NetCash
SO241986,29247,AutoDebitEMI,09-03-2024,P22189,19932,LDE4886,Axis
SO241987,27476,BankTransfer,09-03-2024,P22190,276500,,Canara Bank
SO241988,30844,AutoDebitEMI,09-03-2024,P22191,20082,LDE4888,Andhra Bank
SO241989,28724,BankTransferEMI,09-03-2024,P22192,24285,LDE4889,HDFC
SO241990,29051,BankTransferEMI,09-03-2024,P22193,54471,LDE4890,Canara Bank
SO241991,26854,AutoDebitEMI,09-03-2024,P22194,22359,LDE4891,HDFC
SO241992,30219,Cash,09-03-2024,P22195,189500,,NetCash
SO241993,30145,UPI,09-03-2024,P22196,22200,LDE4893,Canara Bank
