SalesID,CustID,PaymentMethod,PaymentDate,PaymentID,PaymentAmount,LoanID,Bank Name
SO220939,16495,BankTransferEMI,04-02-2022,P939,92100,LDB1839,HDFC
SO220940,16022,UPI,04-02-2022,P940,37500,LDB1840,Axis
SO220941,17746,AutoDebitEMI,04-02-2022,P941,86100,LDB1841,Canara Bank
SO220942,15717,AutoDebitEMI,04-02-2022,P942,28971,LDB1842,Canara Bank
SO220943,15843,CreditCard,04-02-2022,P943,37245,LDB1843,Canara Bank
SO220944,14220,AutoDebitEMI,04-02-2022,P944,2873.1,LDB1844,HDFC
SO220945,16841,UPI,04-02-2022,P945,20550,LDB1845,Andhra Bank
SO220946,12560,UPI,04-02-2022,P946,47400,LDB1846,Andhra Bank
SO220947,13473,BankTransferEMI,04-02-2022,P947,24300,LDB1847,Axis
SO220948,16987,UPI,04-02-2022,P948,14700,LDB1848,HDFC
SO220949,13723,CreditCard,05-02-2022,P949,61800,LDB1849,HDFC
SO220950,14644,AutoDebitEMI,05-02-2022,P950,14850,LDB1850,Axis
SO220951,16716,AutoDebitEMI,05-02-2022,P951,31621.2,LDB1851,Axis
SO220952,16731,BankTransfer,05-02-2022,P952,128000,,ICICI
SO220953,16121,AutoDebitEMI,05-02-2022,P953,16719.6,LDB1853,ICICI
SO220954,16926,UPI,05-02-2022,P954,13384.2,LDB1854,Canara Bank
SO220955,17619,UPI,05-02-2022,P955,20073.6,LDB1855,HDFC
SO220956,12803,CreditCard,05-02-2022,P956,39900,LDB1856,Andhra Bank
SO220957,15116,BankTransferEMI,05-02-2022,P957,26250,LDB1857,HDFC
SO220958,11793,BankTransferEMI,05-02-2022,P958,23081.4,LDB1858,Andhra Bank
SO220959,15756,DebitCard,05-02-2022,P959,92144,,ICICI
SO220960,15093,BankTransferEMI,05-02-2022,P960,84300,LDB1860,ICICI
SO220961,12604,AutoDebitEMI,05-02-2022,P961,22200,LDB1861,Axis
SO220962,12563,BankTransfer,05-02-2022,P962,81000,,HDFC
SO220963,17606,AutoDebitEMI,05-02-2022,P963,20700,LDB1863,Canara Bank
SO220964,17880,BankTransfer,05-02-2022,P964,132970,,Andhra Bank
SO220965,12805,Cash,05-02-2022,P965,88990,,NetCash
SO220966,14060,BankTransfer,05-02-2022,P966,97200,,ICICI
SO220967,15585,CreditCard,05-02-2022,P967,36900,LDB1867,Canara Bank
SO220968,16047,DebitCard,05-02-2022,P968,183400,,Andhra Bank
SO220969,14677,CreditCard,05-02-2022,P969,22050,LDB1869,HDFC
SO220970,11036,DebitCard,05-02-2022,P970,71000,,Andhra Bank
SO220971,12163,Cash,05-02-2022,P971,96570,,NetCash
SO220972,15464,BankTransferEMI,05-02-2022,P972,37395,LDB1872,Andhra Bank
SO220973,13304,Cash,05-02-2022,P973,69020,,NetCash
SO220974,11508,CreditCard,05-02-2022,P974,32850,LDB1874,Andhra Bank
SO220975,13450,BankTransfer,06-02-2022,P975,189500,,HDFC
SO220976,12716,CreditCard,06-02-2022,P976,25050,LDB1876,HDFC
SO220977,14140,DebitCard,06-02-2022,P977,144500,,HDFC
SO220978,12089,UPI,06-02-2022,P978,26697,LDB1878,Canara Bank
SO220979,16189,AutoDebitEMI,06-02-2022,P979,20700,LDB1879,Canara Bank
SO220980,14717,BankTransfer,06-02-2022,P980,67500,,Canara Bank
SO220981,12060,DebitCard,06-02-2022,P981,124150,,Axis
SO220982,15050,UPI,06-02-2022,P982,20691,LDB1882,ICICI
SO220983,16135,UPI,06-02-2022,P983,33803.7,LDB1883,HDFC
SO220984,16462,DebitCard,06-02-2022,P984,82730,,HDFC
SO220985,14868,BankTransfer,06-02-2022,P985,93300,,ICICI
SO220986,15241,Cash,06-02-2022,P986,282000,,NetCash
SO220987,14625,CreditCard,06-02-2022,P987,29350.5,LDB1887,Axis
SO220988,15840,AutoDebitEMI,06-02-2022,P988,21450,LDB1888,HDFC
SO220989,13954,BankTransfer,06-02-2022,P989,69000,,Andhra Bank
SO220990,13730,AutoDebitEMI,06-02-2022,P990,33349.5,LDB1890,Canara Bank
SO220991,12787,Cash,06-02-2022,P991,71750,,NetCash
SO220992,11058,CreditCard,06-02-2022,P992,23235,LDB1892,Andhra Bank
SO220993,15554,Cash,06-02-2022,P993,69520,,NetCash
SO220994,13847,BankTransfer,06-02-2022,P994,130238,,HDFC
SO220995,13582,DebitCard,06-02-2022,P995,84000,,Canara Bank
SO220996,12678,UPI,06-02-2022,P996,28821,LDB1896,Canara Bank
SO220997,15888,CreditCard,06-02-2022,P997,23250,LDB1897,HDFC
SO220998,17578,AutoDebitEMI,06-02-2022,P998,44400,LDB1898,HDFC
SO220999,12611,AutoDebitEMI,06-02-2022,P999,23394.3,LDB1899,Axis
SO221000,15607,BankTransfer,06-02-2022,P1000,49614,,Andhra Bank
SO221001,13005,Cash,06-02-2022,P1001,115821,,NetCash
SO221002,15698,CreditCard,07-02-2022,P1002,33349.5,LDB1902,Andhra Bank
SO221003,13197,BankTransfer,07-02-2022,P1003,83500,,Canara Bank
SO221004,16198,BankTransfer,07-02-2022,P1004,157500,,Axis
SO221005,15790,Cash,07-02-2022,P1005,117000,,NetCash
SO221006,16486,BankTransfer,07-02-2022,P1006,93800,,ICICI
SO221007,14483,UPI,07-02-2022,P1007,25929,LDB1907,Axis
SO221008,13768,BankTransferEMI,07-02-2022,P1008,16869.6,LDB1908,Axis
SO221009,13309,BankTransferEMI,07-02-2022,P1009,22200,LDB1909,ICICI
SO221010,14507,Cash,07-02-2022,P1010,117000,,NetCash
SO221011,13729,BankTransferEMI,07-02-2022,P1011,20849.7,LDB1911,HDFC
SO221012,15803,Cash,07-02-2022,P1012,66940,,NetCash
SO221013,13394,DebitCard,07-02-2022,P1013,73500,,HDFC
SO221014,11506,Cash,07-02-2022,P1014,189500,,NetCash
SO221015,12965,UPI,07-02-2022,P1015,36900,LDB1915,Canara Bank
SO221016,15374,BankTransferEMI,07-02-2022,P1016,36900,LDB1916,Andhra Bank
SO221017,15648,BankTransfer,07-02-2022,P1017,127500,,Andhra Bank
SO221018,14112,AutoDebitEMI,07-02-2022,P1018,37245,LDB1918,HDFC
SO221019,12935,CreditCard,07-02-2022,P1019,24900,LDB1919,ICICI
SO221020,14089,UPI,07-02-2022,P1020,22350,LDB1920,ICICI
SO221021,15939,BankTransferEMI,07-02-2022,P1021,26250,LDB1921,HDFC
SO221022,16094,Cash,07-02-2022,P1022,206000,,NetCash
SO221023,17171,UPI,07-02-2022,P1023,23249.7,LDB1923,ICICI
SO221024,11629,BankTransfer,07-02-2022,P1024,70500,,Andhra Bank
SO221025,11676,UPI,07-02-2022,P1025,68100,LDB1925,Canara Bank
SO221026,15581,BankTransferEMI,07-02-2022,P1026,29550,LDB1926,Andhra Bank
SO221027,12667,DebitCard,07-02-2022,P1027,110665,,Canara Bank
SO221028,13041,DebitCard,07-02-2022,P1028,74000,,Canara Bank
SO221029,14897,Cash,08-02-2022,P1029,83000,,NetCash
SO221030,15683,DebitCard,08-02-2022,P1030,62640,,Andhra Bank
SO221031,12658,BankTransfer,08-02-2022,P1031,80999,,Andhra Bank
SO221032,16095,UPI,08-02-2022,P1032,53250,LDB1932,Axis
SO221033,17824,CreditCard,08-02-2022,P1033,21750,LDB1933,Axis
SO221034,16474,DebitCard,08-02-2022,P1034,190500,,Axis
SO221035,16678,BankTransfer,08-02-2022,P1035,82500,,ICICI
SO221036,14721,BankTransferEMI,08-02-2022,P1036,59400,LDB1936,HDFC
SO221037,14938,AutoDebitEMI,08-02-2022,P1037,23250,LDB1937,Canara Bank
SO221038,13690,CreditCard,08-02-2022,P1038,24150,LDB1938,Axis
SO221039,12185,UPI,08-02-2022,P1039,21750,LDB1939,Canara Bank
SO221040,12102,Cash,08-02-2022,P1040,98520,,NetCash
SO221041,14484,BankTransfer,08-02-2022,P1041,72500,,Axis
SO221042,12508,CreditCard,08-02-2022,P1042,14449.2,LDB1942,HDFC
SO221043,16949,BankTransferEMI,08-02-2022,P1043,24975,LDB1943,Andhra Bank
SO221044,14911,CreditCard,08-02-2022,P1044,19002,LDB1944,Axis
SO221045,13580,AutoDebitEMI,08-02-2022,P1045,34746.3,LDB1945,Andhra Bank
SO221046,15480,UPI,08-02-2022,P1046,28971,LDB1946,HDFC
SO221047,15643,DebitCard,08-02-2022,P1047,69020,,Canara Bank
SO221048,11433,BankTransfer,08-02-2022,P1048,137546,,HDFC
SO221049,15035,Cash,08-02-2022,P1049,92000,,NetCash
SO221050,15799,BankTransfer,08-02-2022,P1050,86430,,Andhra Bank
SO221051,13271,CreditCard,08-02-2022,P1051,18900,LDB1951,HDFC
SO221052,12986,DebitCard,08-02-2022,P1052,93000,,HDFC
SO221053,15080,BankTransferEMI,08-02-2022,P1053,38250,LDB1953,Axis
SO221054,17095,Cash,08-02-2022,P1054,34500,,NetCash
SO221055,14921,UPI,08-02-2022,P1055,56952,LDB1955,Canara Bank
SO221056,14536,CreditCard,09-02-2022,P1056,29700,LDB1956,Andhra Bank
SO221057,17376,DebitCard,09-02-2022,P1057,108000,,ICICI
SO221058,13627,Cash,09-02-2022,P1058,90510,,NetCash
SO221059,14644,AutoDebitEMI,09-02-2022,P1059,23100,LDB1959,ICICI
SO221060,14315,Cash,09-02-2022,P1060,107500,,NetCash
SO221061,14574,BankTransferEMI,09-02-2022,P1061,29550,LDB1961,Andhra Bank
SO221062,13831,DebitCard,09-02-2022,P1062,55732,,Axis
SO221063,14930,CreditCard,09-02-2022,P1063,32400,LDB1963,Axis
SO221064,14904,Cash,09-02-2022,P1064,80950,,NetCash
SO221065,13949,BankTransferEMI,09-02-2022,P1065,54771,LDB1965,Axis
SO221066,17224,DebitCard,09-02-2022,P1066,70500,,Canara Bank
SO221067,16577,CreditCard,09-02-2022,P1067,25200,LDB1967,Axis
SO221068,14265,Cash,09-02-2022,P1068,84000,,NetCash
SO221069,17809,BankTransferEMI,09-02-2022,P1069,33150,LDB1969,Canara Bank
SO221070,11411,Cash,09-02-2022,P1070,189500,,NetCash
SO221071,15485,DebitCard,09-02-2022,P1071,195840,,HDFC
SO221072,14571,DebitCard,09-02-2022,P1072,70050,,HDFC
SO221073,17252,UPI,09-02-2022,P1073,53250,LDB1973,Andhra Bank
SO221074,11629,BankTransferEMI,09-02-2022,P1074,58602,LDB1974,Axis
SO221075,11778,CreditCard,09-02-2022,P1075,59250,LDB1975,HDFC
SO221076,17641,BankTransfer,09-02-2022,P1076,69499,,Andhra Bank
SO221077,12187,DebitCard,09-02-2022,P1077,92000,,Andhra Bank
SO221078,15754,UPI,09-02-2022,P1078,31621.2,LDB1978,Canara Bank
SO221079,15903,DebitCard,09-02-2022,P1079,81000,,ICICI
SO221080,17794,CreditCard,09-02-2022,P1080,34350,LDB1980,Canara Bank
SO221081,12183,CreditCard,09-02-2022,P1081,28050,LDB1981,Canara Bank
SO221082,11449,UPI,09-02-2022,P1082,18792,LDB1982,HDFC
SO221083,15230,BankTransfer,10-02-2022,P1083,68999,,Canara Bank
SO221084,11433,Cash,10-02-2022,P1084,281000,,NetCash
SO221085,13993,DebitCard,10-02-2022,P1085,79000,,Canara Bank
SO221086,13046,AutoDebitEMI,10-02-2022,P1086,21150,LDB1986,Axis
SO221087,11483,AutoDebitEMI,10-02-2022,P1087,20850,LDB1987,Canara Bank
SO221088,12279,DebitCard,10-02-2022,P1088,64000,,Canara Bank
SO221089,17575,DebitCard,10-02-2022,P1089,71750,,Canara Bank
SO221090,12146,BankTransfer,10-02-2022,P1090,116500,,ICICI
SO221091,15963,BankTransfer,10-02-2022,P1091,116321,,Canara Bank
SO221092,12446,Cash,10-02-2022,P1092,182000,,NetCash
SO221093,14035,BankTransferEMI,10-02-2022,P1093,32400,LDB1993,Andhra Bank
SO221094,14768,CreditCard,10-02-2022,P1094,86100,LDB1994,Axis
SO221095,16994,BankTransferEMI,10-02-2022,P1095,24900,LDB1995,Axis
SO221096,12823,Cash,10-02-2022,P1096,94970,,NetCash
SO221097,17531,BankTransferEMI,10-02-2022,P1097,25812,LDB1997,Axis
SO221098,17380,BankTransferEMI,10-02-2022,P1098,67800,LDB1998,ICICI
SO221099,15196,DebitCard,10-02-2022,P1099,190340,,ICICI
SO221100,11587,BankTransferEMI,10-02-2022,P1100,37014.9,LDB2000,Andhra Bank
SO221101,16893,AutoDebitEMI,10-02-2022,P1101,20850,LDB2001,Andhra Bank
SO221102,16315,BankTransferEMI,10-02-2022,P1102,24299.7,LDB2002,ICICI
SO221103,16492,DebitCard,10-02-2022,P1103,88000,,Axis
SO221104,15451,DebitCard,10-02-2022,P1104,77000,,HDFC
SO221105,13567,Cash,10-02-2022,P1105,73000,,NetCash
SO221106,14233,BankTransfer,10-02-2022,P1106,85930,,Axis
SO221107,15928,UPI,10-02-2022,P1107,21126,LDB2007,Axis
SO221108,11775,AutoDebitEMI,10-02-2022,P1108,40350,LDB2008,Axis
SO221109,12586,BankTransfer,11-02-2022,P1109,77000,,Andhra Bank
SO221110,12912,Cash,11-02-2022,P1110,77500,,NetCash
SO221111,12299,DebitCard,11-02-2022,P1111,145000,,ICICI
SO221112,12169,Cash,11-02-2022,P1112,116000,,NetCash
SO221113,15110,AutoDebitEMI,11-02-2022,P1113,20541,LDB2013,Axis
SO221114,11854,Cash,11-02-2022,P1114,83000,,NetCash
SO221115,16759,DebitCard,11-02-2022,P1115,183000,,ICICI
SO221116,14729,UPI,11-02-2022,P1116,14700,LDB2016,Andhra Bank
SO221117,17360,BankTransferEMI,11-02-2022,P1117,57900,LDB2017,Axis
SO221118,12787,CreditCard,11-02-2022,P1118,2873.1,LDB2018,HDFC
SO221119,15165,CreditCard,11-02-2022,P1119,83100,LDB2019,Axis
SO221120,15055,UPI,11-02-2022,P1120,34950,LDB2020,Andhra Bank
SO221121,17126,DebitCard,11-02-2022,P1121,64000,,Andhra Bank
SO221122,15714,UPI,11-02-2022,P1122,21150,LDB2022,HDFC
SO221123,17796,CreditCard,11-02-2022,P1123,40500,LDB2023,Axis
SO221124,15290,UPI,11-02-2022,P1124,41263.8,LDB2024,Andhra Bank
SO221125,15974,UPI,11-02-2022,P1125,83100,LDB2025,Andhra Bank
SO221126,15037,AutoDebitEMI,11-02-2022,P1126,39750,LDB2026,Axis
SO221127,16824,Cash,11-02-2022,P1127,48664,,NetCash
SO221128,17682,AutoDebitEMI,11-02-2022,P1128,27990,LDB2028,Canara Bank
SO221129,16802,BankTransferEMI,11-02-2022,P1129,25779,LDB2029,HDFC
SO221130,16561,BankTransfer,11-02-2022,P1130,93000,,HDFC
SO221131,14194,AutoDebitEMI,11-02-2022,P1131,24975,LDB2031,Axis
SO221132,12212,Cash,11-02-2022,P1132,74000,,NetCash
SO221133,16446,AutoDebitEMI,11-02-2022,P1133,24819,LDB2033,Axis
SO221134,12466,CreditCard,11-02-2022,P1134,82800,LDB2034,ICICI
SO221135,13465,AutoDebitEMI,11-02-2022,P1135,3173.1,LDB2035,Axis
SO221136,14431,UPI,12-02-2022,P1136,34746.3,LDB2036,ICICI
SO221137,16554,BankTransferEMI,12-02-2022,P1137,21750,LDB2037,ICICI
SO221138,11919,BankTransferEMI,12-02-2022,P1138,23231.4,LDB2038,ICICI
SO221139,16501,CreditCard,12-02-2022,P1139,25527,LDB2039,Axis
SO221140,16939,AutoDebitEMI,12-02-2022,P1140,12991.2,LDB2040,Andhra Bank
SO221141,16244,Cash,12-02-2022,P1141,99000,,NetCash
SO221142,11280,Cash,12-02-2022,P1142,55852,,NetCash
SO221143,11380,BankTransfer,12-02-2022,P1143,97700,,Andhra Bank
SO221144,14402,Cash,12-02-2022,P1144,109500,,NetCash
SO221145,17207,BankTransferEMI,12-02-2022,P1145,34950,LDB2045,Axis
SO221146,16597,BankTransfer,12-02-2022,P1146,68950,,Andhra Bank
SO221147,13943,BankTransfer,12-02-2022,P1147,108802,,Axis
SO221148,16792,AutoDebitEMI,12-02-2022,P1148,24285,LDB2048,HDFC
SO221149,11144,DebitCard,12-02-2022,P1149,69000,,Axis
SO221150,15432,DebitCard,12-02-2022,P1150,177500,,Canara Bank
SO221151,11198,BankTransferEMI,12-02-2022,P1151,27750,LDB2051,Axis
SO221152,11610,BankTransfer,12-02-2022,P1152,78500,,Axis
SO221153,15321,BankTransferEMI,12-02-2022,P1153,44400,LDB2053,ICICI
SO221154,16531,AutoDebitEMI,12-02-2022,P1154,29175,LDB2054,ICICI
SO221155,17127,Cash,12-02-2022,P1155,123383,,NetCash
SO221156,14202,BankTransferEMI,12-02-2022,P1156,27900,LDB2056,Canara Bank
SO221157,11035,BankTransferEMI,12-02-2022,P1157,83100,LDB2057,HDFC
SO221158,15394,Cash,12-02-2022,P1158,10577,,NetCash
SO221159,11035,CreditCard,12-02-2022,P1159,18942,LDB2059,HDFC
SO221160,14298,CreditCard,12-02-2022,P1160,23394.3,LDB2060,Canara Bank
SO221161,14639,BankTransfer,12-02-2022,P1161,9577,,Axis
SO221162,14596,AutoDebitEMI,13-02-2022,P1162,20535,LDB2062,Andhra Bank
SO221163,11450,BankTransfer,13-02-2022,P1163,48164,,Canara Bank
SO221164,17811,CreditCard,13-02-2022,P1164,20550,LDB2064,Canara Bank
SO221165,15398,BankTransfer,13-02-2022,P1165,70420,,Andhra Bank
SO221166,11239,Cash,13-02-2022,P1166,83500,,NetCash
SO221167,12823,Cash,13-02-2022,P1167,55523,,NetCash
SO221168,17909,UPI,13-02-2022,P1168,23700,LDB2068,ICICI
SO221169,13127,DebitCard,13-02-2022,P1169,43304,,Axis
SO221170,12543,BankTransferEMI,13-02-2022,P1170,21675,LDB2070,Canara Bank
SO221171,17949,AutoDebitEMI,13-02-2022,P1171,33000,LDB2071,HDFC
SO221172,17916,BankTransfer,13-02-2022,P1172,95470,,Andhra Bank
SO221173,17700,BankTransferEMI,13-02-2022,P1173,14599.2,LDB2073,Canara Bank
SO221174,17040,BankTransfer,13-02-2022,P1174,98500,,Axis
SO221175,15751,BankTransferEMI,13-02-2022,P1175,82800,LDB2075,Axis
SO221176,13799,BankTransfer,13-02-2022,P1176,110000,,Andhra Bank
SO221177,17730,BankTransferEMI,13-02-2022,P1177,34896.3,LDB2077,Canara Bank
SO221178,14355,BankTransferEMI,13-02-2022,P1178,16200,LDB2078,Axis
SO221179,15735,DebitCard,13-02-2022,P1179,92625,,HDFC
SO221180,16591,BankTransfer,13-02-2022,P1180,69520,,Canara Bank
SO221181,14149,DebitCard,13-02-2022,P1181,69520,,HDFC
SO221182,17768,DebitCard,13-02-2022,P1182,97700,,Axis
SO221183,16839,Cash,13-02-2022,P1183,71000,,NetCash
SO221184,11419,AutoDebitEMI,13-02-2022,P1184,37164.9,LDB2084,Andhra Bank
SO221185,12986,BankTransfer,13-02-2022,P1185,68970,,HDFC
SO221186,17512,BankTransfer,13-02-2022,P1186,66440,,Andhra Bank
SO221187,17243,Cash,13-02-2022,P1187,111165,,NetCash
SO221188,16207,DebitCard,13-02-2022,P1188,70000,,ICICI
SO221189,13646,CreditCard,14-02-2022,P1189,22509,LDB2089,Andhra Bank
SO221190,16551,Cash,14-02-2022,P1190,63500,,NetCash
SO221191,17853,CreditCard,14-02-2022,P1191,20856,LDB2091,ICICI
SO221192,11262,Cash,14-02-2022,P1192,67000,,NetCash
SO221193,17349,DebitCard,14-02-2022,P1193,77000,,HDFC
SO221194,17053,BankTransfer,14-02-2022,P1194,195840,,HDFC
SO221195,12921,BankTransferEMI,14-02-2022,P1195,54900,LDB2095,Andhra Bank
SO221196,16684,CreditCard,14-02-2022,P1196,25929,LDB2096,Canara Bank
SO221197,14920,AutoDebitEMI,14-02-2022,P1197,20550,LDB2097,Andhra Bank
SO221198,16696,CreditCard,14-02-2022,P1198,18507,LDB2098,Canara Bank
SO221199,15397,UPI,14-02-2022,P1199,18357,LDB2099,Andhra Bank
SO221200,16809,AutoDebitEMI,14-02-2022,P1200,20691,LDB2100,Canara Bank
SO221201,16413,BankTransferEMI,14-02-2022,P1201,14700,LDB2101,Andhra Bank
SO221202,17250,BankTransfer,14-02-2022,P1202,105904,,HDFC
SO221203,14656,UPI,14-02-2022,P1203,21936,LDB2103,Axis
SO221204,11764,BankTransfer,14-02-2022,P1204,77450,,ICICI
SO221205,17258,DebitCard,14-02-2022,P1205,83500,,Andhra Bank
SO221206,13961,BankTransferEMI,14-02-2022,P1206,29160,LDB2106,ICICI
SO221207,14104,BankTransfer,14-02-2022,P1207,182000,,Andhra Bank
SO221208,12689,BankTransfer,14-02-2022,P1208,91644,,HDFC
SO221209,15769,UPI,14-02-2022,P1209,41113.8,LDB2109,Andhra Bank
SO221210,14477,DebitCard,14-02-2022,P1210,98490,,ICICI
SO221211,17869,BankTransferEMI,14-02-2022,P1211,27000,LDB2111,Andhra Bank
SO221212,17485,AutoDebitEMI,14-02-2022,P1212,24750,LDB2112,HDFC
SO221213,14450,BankTransfer,14-02-2022,P1213,80500,,Canara Bank
SO221214,11842,UPI,14-02-2022,P1214,53400,LDB2114,ICICI
SO221215,12393,CreditCard,14-02-2022,P1215,28200,LDB2115,HDFC
SO221216,15609,BankTransfer,15-02-2022,P1216,79000,,ICICI
SO221217,12579,DebitCard,15-02-2022,P1217,66412,,Canara Bank
SO221218,13827,Cash,15-02-2022,P1218,124150,,NetCash
SO221219,15030,UPI,15-02-2022,P1219,20472,LDB2119,Axis
SO221220,13549,Cash,15-02-2022,P1220,68970,,NetCash
SO221221,12318,AutoDebitEMI,15-02-2022,P1221,29700,LDB2121,ICICI
SO221222,11333,Cash,15-02-2022,P1222,63500,,NetCash
SO221223,11012,AutoDebitEMI,15-02-2022,P1223,24299.7,LDB2123,Canara Bank
SO221224,11941,BankTransferEMI,15-02-2022,P1224,36750,LDB2124,Andhra Bank
SO221225,16040,AutoDebitEMI,15-02-2022,P1225,84300,LDB2125,Andhra Bank
SO221226,16276,UPI,15-02-2022,P1226,37350,LDB2126,Canara Bank
SO221227,11100,AutoDebitEMI,15-02-2022,P1227,25779,LDB2127,HDFC
SO221228,13402,CreditCard,15-02-2022,P1228,16719.6,LDB2128,Canara Bank
SO221229,16676,BankTransferEMI,15-02-2022,P1229,15549,LDB2129,ICICI
SO221230,12840,AutoDebitEMI,15-02-2022,P1230,25779,LDB2130,Canara Bank
SO221231,14100,CreditCard,15-02-2022,P1231,32850,LDB2131,Axis
SO221232,15178,CreditCard,15-02-2022,P1232,69300,LDB2132,Andhra Bank
SO221233,16448,BankTransfer,15-02-2022,P1233,52330,,Andhra Bank
SO221234,13863,AutoDebitEMI,15-02-2022,P1234,24300,LDB2134,ICICI
SO221235,12006,CreditCard,15-02-2022,P1235,21150,LDB2135,HDFC
SO221236,14267,Cash,15-02-2022,P1236,53000,,NetCash
SO221237,11069,Cash,15-02-2022,P1237,96570,,NetCash
SO221238,15184,Cash,15-02-2022,P1238,182070,,NetCash
SO221239,14841,Cash,15-02-2022,P1239,114500,,NetCash
SO221240,16331,UPI,15-02-2022,P1240,20550,LDB2140,Andhra Bank
SO221241,13177,BankTransfer,15-02-2022,P1241,83750,,Axis
SO221242,15631,BankTransfer,15-02-2022,P1242,86430,,ICICI
SO221243,12407,BankTransferEMI,16-02-2022,P1243,19923.6,LDB2143,HDFC
SO221244,13217,BankTransferEMI,16-02-2022,P1244,36750,LDB2144,Andhra Bank
SO221245,13862,Cash,16-02-2022,P1245,157500,,NetCash
SO221246,15467,UPI,16-02-2022,P1246,15549,LDB2146,Axis
SO221247,12164,UPI,16-02-2022,P1247,54750,LDB2147,HDFC
SO221248,13785,AutoDebitEMI,16-02-2022,P1248,32400,LDB2148,HDFC
SO221249,15387,AutoDebitEMI,16-02-2022,P1249,21000,LDB2149,ICICI
SO221250,16468,AutoDebitEMI,16-02-2022,P1250,23700,LDB2150,HDFC
SO221251,13893,CreditCard,16-02-2022,P1251,56952,LDB2151,Andhra Bank
SO221252,17179,DebitCard,16-02-2022,P1252,182570,,HDFC
SO221253,17642,DebitCard,16-02-2022,P1253,61690,,ICICI
SO221254,16050,BankTransfer,16-02-2022,P1254,195840,,HDFC
SO221255,16823,DebitCard,16-02-2022,P1255,182000,,Axis
SO221256,17004,DebitCard,16-02-2022,P1256,75000,,Canara Bank
SO221257,13373,BankTransferEMI,16-02-2022,P1257,92100,LDB2157,ICICI
SO221258,17544,CreditCard,16-02-2022,P1258,16050,LDB2158,HDFC
SO221259,15969,DebitCard,16-02-2022,P1259,114500,,Axis
SO221260,16923,DebitCard,16-02-2022,P1260,130738,,Canara Bank
SO221261,17749,AutoDebitEMI,16-02-2022,P1261,25050,LDB2161,HDFC
SO221262,13175,CreditCard,16-02-2022,P1262,24749.7,LDB2162,Canara Bank
SO221263,17071,CreditCard,16-02-2022,P1263,47250,LDB2163,ICICI
SO221264,12410,BankTransfer,16-02-2022,P1264,68500,,Andhra Bank
SO221265,15728,DebitCard,16-02-2022,P1265,92500,,Andhra Bank
SO221266,17296,AutoDebitEMI,16-02-2022,P1266,25050,LDB2166,ICICI
SO221267,13384,BankTransfer,16-02-2022,P1267,88990,,Axis
SO221268,16214,UPI,16-02-2022,P1268,28971,LDB2168,Andhra Bank
SO221269,16379,AutoDebitEMI,16-02-2022,P1269,27450,LDB2169,HDFC
SO221270,14116,BankTransfer,17-02-2022,P1270,55732,,Axis
SO221271,11049,CreditCard,17-02-2022,P1271,41113.8,LDB2171,Canara Bank
SO221272,12025,DebitCard,17-02-2022,P1272,77499,,Axis
SO221273,14739,Cash,17-02-2022,P1273,116500,,NetCash
SO221274,15234,BankTransferEMI,17-02-2022,P1274,54870,LDB2174,HDFC
SO221275,13029,Cash,17-02-2022,P1275,130164,,NetCash
SO221276,12670,CreditCard,17-02-2022,P1276,37500,LDB2176,ICICI
SO221277,17663,DebitCard,17-02-2022,P1277,63500,,Axis
SO221278,13419,AutoDebitEMI,17-02-2022,P1278,25677,LDB2178,Canara Bank
SO221279,12910,Cash,17-02-2022,P1279,83250,,NetCash
SO221280,12179,BankTransfer,17-02-2022,P1280,111000,,HDFC
SO221281,16223,CreditCard,17-02-2022,P1281,34650,LDB2181,HDFC
SO221282,14492,BankTransferEMI,17-02-2022,P1282,14599.2,LDB2182,ICICI
SO221283,16702,CreditCard,17-02-2022,P1283,25929,LDB2183,Canara Bank
SO221284,11102,BankTransferEMI,17-02-2022,P1284,29310,LDB2184,Axis
SO221285,16897,Cash,17-02-2022,P1285,83500,,NetCash
SO221286,13407,AutoDebitEMI,17-02-2022,P1286,27750,LDB2186,ICICI
SO221287,13195,BankTransferEMI,17-02-2022,P1287,40350,LDB2187,ICICI
SO221288,17973,Cash,17-02-2022,P1288,73500,,NetCash
SO221289,14605,BankTransferEMI,17-02-2022,P1289,20550,LDB2189,Axis
SO221290,15399,AutoDebitEMI,17-02-2022,P1290,47250,LDB2190,HDFC
SO221291,12596,DebitCard,17-02-2022,P1291,43804,,HDFC
SO221292,17825,BankTransferEMI,17-02-2022,P1292,32400,LDB2192,HDFC
SO221293,11260,BankTransferEMI,17-02-2022,P1293,28491,LDB2193,ICICI
SO221294,11190,Cash,17-02-2022,P1294,86430,,NetCash
SO221295,12231,BankTransfer,17-02-2022,P1295,68240,,Canara Bank
SO221296,12135,Cash,17-02-2022,P1296,55852,,NetCash
SO221297,16749,AutoDebitEMI,18-02-2022,P1297,33750,LDB2197,Andhra Bank
SO221298,16892,BankTransferEMI,18-02-2022,P1298,31771.2,LDB2198,Axis
SO221299,17821,AutoDebitEMI,18-02-2022,P1299,27990,LDB2199,Axis
SO221300,11816,AutoDebitEMI,18-02-2022,P1300,59250,LDB2200,Canara Bank
SO221301,14508,BankTransfer,18-02-2022,P1301,282000,,Canara Bank
SO221302,12000,AutoDebitEMI,18-02-2022,P1302,39750,LDB2202,ICICI
SO221303,13841,DebitCard,18-02-2022,P1303,116500,,Canara Bank
