SalesID,CustID,PaymentMethod,Payment Date,PaymentID,PaymentAmount,LoanID,Bank Name
SO231365,24161,CreditCard,15-02-2023,P11349,29550,LDC3265,HDFC
SO231366,23850,BankTransfer,15-02-2023,P11350,74530,,HDFC
SO231367,21553,UPI,15-02-2023,P11351,21375,LDC3267,Canara Bank
SO231368,18195,Cash,15-02-2023,P11352,94500,,NetCash
SO231369,18118,UPI,15-02-2023,P11353,33150,LDC3269,Axis
SO231370,23077,BankTransfer,15-02-2023,P11354,190500,,ICICI
SO231371,24414,BankTransfer,15-02-2023,P11355,80000,,Axis
SO231372,22205,Cash,15-02-2023,P11356,77500,,NetCash
SO231373,22320,Cash,15-02-2023,P11357,74500,,NetCash
SO231374,18772,BankTransferEMI,15-02-2023,P11358,29025,LDC3274,ICICI
SO231375,22871,Cash,15-02-2023,P11359,77500,,NetCash
SO231376,23633,DebitCard,15-02-2023,P11360,83000,,HDFC
SO231377,21070,Cash,15-02-2023,P11361,68500,,NetCash
SO231378,23455,CreditCard,15-02-2023,P11362,67950,LDC3278,Axis
SO231379,24320,Cash,15-02-2023,P11363,80450,,NetCash
SO231380,24493,BankTransfer,15-02-2023,P11364,107802,,HDFC
SO231381,18155,Cash,15-02-2023,P11365,181500,,NetCash
SO231382,22685,DebitCard,15-02-2023,P11366,177000,,HDFC
SO231383,20459,CreditCard,15-02-2023,P11367,23099.7,LDC3283,ICICI
SO231384,23787,BankTransferEMI,15-02-2023,P11368,24900,LDC3284,Axis
SO231385,24319,BankTransferEMI,15-02-2023,P11369,37200,LDC3285,HDFC
SO231386,21926,UPI,15-02-2023,P11370,47250,LDC3286,ICICI
SO231387,20150,DebitCard,15-02-2023,P11371,190000,,ICICI
SO231388,19398,BankTransfer,16-02-2023,P11372,96700,,Canara Bank
SO231389,19595,Cash,16-02-2023,P11373,169500,,NetCash
SO231390,23146,AutoDebitEMI,16-02-2023,P11374,26100,LDC3290,ICICI
SO231391,18715,BankTransfer,16-02-2023,P11375,10077,,Canara Bank
SO231392,22632,BankTransfer,16-02-2023,P11376,76000,,Canara Bank
SO231393,20021,BankTransferEMI,16-02-2023,P11377,23550,LDC3293,HDFC
SO231394,19701,BankTransferEMI,16-02-2023,P11378,20850,LDC3294,ICICI
SO231395,21561,Cash,16-02-2023,P11379,74000,,NetCash
SO231396,21374,CreditCard,16-02-2023,P11380,27343.2,LDC3296,Canara Bank
SO231397,24251,AutoDebitEMI,16-02-2023,P11381,32850,LDC3297,HDFC
SO231398,20569,AutoDebitEMI,16-02-2023,P11382,24750,LDC3298,Canara Bank
SO231399,23114,AutoDebitEMI,16-02-2023,P11383,44250,LDC3299,ICICI
SO231400,22608,UPI,16-02-2023,P11384,24900,LDC3300,Canara Bank
SO231401,19391,UPI,16-02-2023,P11385,43200,LDC3301,Axis
SO231402,19739,BankTransferEMI,16-02-2023,P11386,28821,LDC3302,Axis
SO231403,19338,BankTransfer,16-02-2023,P11387,187500,,Canara Bank
SO231404,21744,BankTransfer,16-02-2023,P11388,34000,,HDFC
SO231405,24934,CreditCard,16-02-2023,P11389,19923.6,LDC3305,HDFC
SO231406,21826,CreditCard,16-02-2023,P11390,20699.7,LDC3306,HDFC
SO231407,24220,UPI,16-02-2023,P11391,22950,LDC3307,Canara Bank
SO231408,24848,CreditCard,16-02-2023,P11392,23244.3,LDC3308,Axis
SO231409,24103,DebitCard,16-02-2023,P11393,157000,,ICICI
SO231410,18321,CreditCard,16-02-2023,P11394,27831,LDC3310,ICICI
SO231411,18752,BankTransfer,16-02-2023,P11395,81999,,Canara Bank
SO231412,19122,Cash,16-02-2023,P11396,110665,,NetCash
SO231413,20572,DebitCard,16-02-2023,P11397,49000,,HDFC
SO231414,23750,DebitCard,16-02-2023,P11398,54500,,HDFC
SO231415,19235,UPI,16-02-2023,P11399,21000,LDC3315,Andhra Bank
SO231416,24055,BankTransfer,17-02-2023,P11400,49114,,HDFC
SO231417,23541,AutoDebitEMI,17-02-2023,P11401,36600,LDC3317,ICICI
SO231418,20790,UPI,17-02-2023,P11402,36750,LDC3318,Canara Bank
SO231419,21738,DebitCard,17-02-2023,P11403,92000,,ICICI
SO231420,18113,AutoDebitEMI,17-02-2023,P11404,23100,LDC3320,ICICI
SO231421,21120,BankTransfer,17-02-2023,P11405,92500,,Andhra Bank
SO231422,23529,BankTransferEMI,17-02-2023,P11406,37014.9,LDC3322,Andhra Bank
SO231423,20869,AutoDebitEMI,17-02-2023,P11407,27750,LDC3323,Axis
SO231424,21531,BankTransfer,17-02-2023,P11408,81500,,ICICI
SO231425,18736,BankTransfer,17-02-2023,P11409,182500,,Axis
SO231426,22158,BankTransferEMI,17-02-2023,P11410,61950,LDC3326,HDFC
SO231427,18114,DebitCard,17-02-2023,P11411,43804,,HDFC
SO231428,23340,Cash,17-02-2023,P11412,182500,,NetCash
SO231429,18459,DebitCard,17-02-2023,P11413,97200,,Axis
SO231430,19689,CreditCard,17-02-2023,P11414,57600,LDC3330,Andhra Bank
SO231431,18916,AutoDebitEMI,17-02-2023,P11415,33653.7,LDC3331,HDFC
SO231432,18858,DebitCard,17-02-2023,P11416,76938,,Andhra Bank
SO231433,21812,DebitCard,17-02-2023,P11417,192000,,HDFC
SO231434,21812,UPI,17-02-2023,P11418,20850,LDC3334,Canara Bank
SO231435,19128,AutoDebitEMI,17-02-2023,P11419,21150,LDC3335,Axis
SO231436,23077,Cash,17-02-2023,P11420,91644,,NetCash
SO231437,22016,BankTransferEMI,17-02-2023,P11421,21150,LDC3337,Axis
SO231438,24488,CreditCard,17-02-2023,P11422,29256,LDC3338,ICICI
SO231439,18717,DebitCard,17-02-2023,P11423,49000,,Canara Bank
SO231440,23325,BankTransfer,17-02-2023,P11424,116500,,HDFC
SO231441,24553,DebitCard,17-02-2023,P11425,63500,,ICICI
SO231442,23968,Cash,17-02-2023,P11426,127500,,NetCash
SO231443,23207,DebitCard,17-02-2023,P11427,75500,,ICICI
SO231444,22453,BankTransferEMI,18-02-2023,P11428,21600,LDC3344,Andhra Bank
SO231445,22993,DebitCard,18-02-2023,P11429,81000,,ICICI
SO231446,21745,UPI,18-02-2023,P11430,22931.4,LDC3346,Canara Bank
SO231447,18192,BankTransferEMI,18-02-2023,P11431,18507,LDC3347,Axis
SO231448,20698,DebitCard,18-02-2023,P11432,226000,,HDFC
SO231449,20740,BankTransfer,18-02-2023,P11433,77000,,Andhra Bank
SO231450,19320,BankTransfer,18-02-2023,P11434,63500,,Canara Bank
SO231451,18044,BankTransferEMI,18-02-2023,P11435,21300,LDC3351,HDFC
SO231452,23046,DebitCard,18-02-2023,P11436,77500,,Canara Bank
SO231453,22498,BankTransfer,18-02-2023,P11437,70000,,Canara Bank
SO231454,22368,Cash,18-02-2023,P11438,68500,,NetCash
SO231455,20167,Cash,18-02-2023,P11439,306500,,NetCash
SO231456,20154,Cash,18-02-2023,P11440,68500,,NetCash
SO231457,21108,CreditCard,18-02-2023,P11441,22350,LDC3357,Axis
SO231458,20868,AutoDebitEMI,18-02-2023,P11442,38977.8,LDC3358,Canara Bank
SO231459,23882,BankTransfer,18-02-2023,P11443,112500,,Axis
SO231460,22583,BankTransferEMI,18-02-2023,P11444,25779,LDC3360,ICICI
SO231461,21739,Cash,18-02-2023,P11445,97335,,NetCash
SO231462,22500,CreditCard,18-02-2023,P11446,22050,LDC3362,ICICI
SO231463,19774,BankTransfer,18-02-2023,P11447,116000,,Canara Bank
SO231464,21173,BankTransferEMI,18-02-2023,P11448,19050,LDC3364,Andhra Bank
SO231465,21724,AutoDebitEMI,18-02-2023,P11449,54300,LDC3365,Andhra Bank
SO231466,20647,DebitCard,18-02-2023,P11450,82499,,Andhra Bank
SO231467,21565,CreditCard,18-02-2023,P11451,29025,LDC3367,Andhra Bank
SO231468,20390,CreditCard,18-02-2023,P11452,24149.7,LDC3368,Canara Bank
SO231469,23945,Cash,18-02-2023,P11453,80000,,NetCash
SO231470,19596,Cash,18-02-2023,P11454,9577,,NetCash
SO231471,18412,DebitCard,18-02-2023,P11455,182500,,Andhra Bank
SO231472,23914,BankTransfer,19-02-2023,P11456,93300,,ICICI
SO231473,20951,UPI,19-02-2023,P11457,20685,LDC3373,ICICI
SO231474,20298,BankTransfer,19-02-2023,P11458,80500,,ICICI
SO231475,23955,Cash,19-02-2023,P11459,182400,,NetCash
SO231476,18414,BankTransferEMI,19-02-2023,P11460,24825,LDC3376,Axis
SO231477,21655,DebitCard,19-02-2023,P11461,70000,,Andhra Bank
SO231478,18671,CreditCard,19-02-2023,P11462,22350,LDC3378,Axis
SO231479,21823,CreditCard,19-02-2023,P11463,20850,LDC3379,Axis
SO231480,20259,UPI,19-02-2023,P11464,69450,LDC3380,HDFC
SO231481,24696,Cash,19-02-2023,P11465,169000,,NetCash
SO231482,18265,UPI,19-02-2023,P11466,36750,LDC3382,HDFC
SO231483,21827,Cash,19-02-2023,P11467,55732,,NetCash
SO231484,20058,Cash,19-02-2023,P11468,92770,,NetCash
SO231485,22161,BankTransferEMI,19-02-2023,P11469,29256,LDC3385,Andhra Bank
SO231486,20227,UPI,19-02-2023,P11470,28050,LDC3386,HDFC
SO231487,21466,BankTransfer,19-02-2023,P11471,67500,,Axis
SO231488,20338,UPI,19-02-2023,P11472,27831,LDC3388,Andhra Bank
SO231489,21688,DebitCard,19-02-2023,P11473,73000,,ICICI
SO231490,18356,DebitCard,19-02-2023,P11474,9577,,ICICI
SO231491,18288,UPI,19-02-2023,P11475,14599.2,LDC3391,ICICI
SO231492,22128,BankTransferEMI,19-02-2023,P11476,24750,LDC3392,Axis
SO231493,24692,AutoDebitEMI,19-02-2023,P11477,37014.9,LDC3393,Canara Bank
SO231494,22334,UPI,19-02-2023,P11478,54750,LDC3394,ICICI
SO231495,24240,DebitCard,19-02-2023,P11479,83500,,Axis
SO231496,24680,BankTransfer,19-02-2023,P11480,194840,,ICICI
SO231497,24156,UPI,19-02-2023,P11481,21786,LDC3397,Andhra Bank
SO231498,24343,BankTransfer,19-02-2023,P11482,181500,,HDFC
SO231499,19020,AutoDebitEMI,19-02-2023,P11483,25629,LDC3399,Andhra Bank
SO231500,22112,BankTransfer,20-02-2023,P11484,93500,,HDFC
SO231501,21799,CreditCard,20-02-2023,P11485,50850,LDC3401,Axis
SO231502,20741,DebitCard,20-02-2023,P11486,92770,,ICICI
SO231503,20303,Cash,20-02-2023,P11487,144500,,NetCash
SO231504,20927,Cash,20-02-2023,P11488,81500,,NetCash
SO231505,20128,Cash,20-02-2023,P11489,44614,,NetCash
SO231506,23669,Cash,20-02-2023,P11490,190500,,NetCash
SO231507,21497,AutoDebitEMI,20-02-2023,P11491,15699,LDC3407,HDFC
SO231508,19137,CreditCard,20-02-2023,P11492,18357,LDC3408,Andhra Bank
SO231509,23683,DebitCard,20-02-2023,P11493,70000,,ICICI
SO231510,22188,AutoDebitEMI,20-02-2023,P11494,20082,LDC3410,ICICI
SO231511,20047,BankTransferEMI,20-02-2023,P11495,40963.8,LDC3411,ICICI
SO231512,22716,BankTransfer,20-02-2023,P11496,134000,,ICICI
SO231513,21738,Cash,20-02-2023,P11497,66440,,NetCash
SO231514,23984,UPI,20-02-2023,P11498,20685,LDC3414,ICICI
SO231515,24612,CreditCard,20-02-2023,P11499,24149.7,LDC3415,Andhra Bank
SO231516,18355,Cash,20-02-2023,P11500,68240,,NetCash
SO231517,21382,DebitCard,20-02-2023,P11501,124150,,Andhra Bank
SO231518,20417,DebitCard,20-02-2023,P11502,54000,,Axis
SO231519,22889,UPI,20-02-2023,P11503,91950,LDC3419,HDFC
SO231520,24726,DebitCard,20-02-2023,P11504,68500,,ICICI
SO231521,21104,BankTransfer,20-02-2023,P11505,182900,,HDFC
SO231522,18441,UPI,20-02-2023,P11506,23249.7,LDC3422,Andhra Bank
SO231523,20096,BankTransfer,20-02-2023,P11507,197000,,Canara Bank
SO231524,22334,Cash,20-02-2023,P11508,81999,,NetCash
SO231525,22113,UPI,20-02-2023,P11509,21750,LDC3425,HDFC
SO231526,22811,Cash,20-02-2023,P11510,72500,,NetCash
SO231527,18070,DebitCard,20-02-2023,P11511,197500,,ICICI
SO231528,23473,BankTransferEMI,21-02-2023,P11512,27981,LDC3428,Andhra Bank
SO231529,19902,CreditCard,21-02-2023,P11513,32850,LDC3429,Axis
SO231530,19208,CreditCard,21-02-2023,P11514,32250,LDC3430,HDFC
SO231531,19384,BankTransfer,21-02-2023,P11515,55352,,Axis
SO231532,18132,UPI,21-02-2023,P11516,45599.7,LDC3432,Canara Bank
SO231533,23851,DebitCard,21-02-2023,P11517,129926,,Andhra Bank
SO231534,20682,UPI,21-02-2023,P11518,20691,LDC3434,Axis
SO231535,22442,DebitCard,21-02-2023,P11519,92800,,Axis
SO231536,22383,CreditCard,21-02-2023,P11520,13234.2,LDC3436,HDFC
SO231537,21583,Cash,21-02-2023,P11521,70500,,NetCash
SO231538,19716,BankTransferEMI,21-02-2023,P11522,82800,LDC3438,ICICI
SO231539,20286,UPI,21-02-2023,P11523,50850,LDC3439,HDFC
SO231540,20868,DebitCard,21-02-2023,P11524,206500,,ICICI
SO231541,20387,BankTransferEMI,21-02-2023,P11525,37200,LDC3441,Axis
SO231542,22757,BankTransferEMI,21-02-2023,P11526,31471.2,LDC3442,Andhra Bank
SO231543,23070,BankTransfer,21-02-2023,P11527,68240,,HDFC
SO231544,18319,Cash,21-02-2023,P11528,71500,,NetCash
SO231545,24345,DebitCard,21-02-2023,P11529,281000,,HDFC
SO231546,19885,DebitCard,21-02-2023,P11530,53500,,HDFC
SO231547,24484,BankTransfer,21-02-2023,P11531,78500,,Canara Bank
SO231548,18298,DebitCard,21-02-2023,P11532,68999,,HDFC
SO231549,20015,BankTransfer,21-02-2023,P11533,80500,,Axis
SO231550,20622,BankTransferEMI,21-02-2023,P11534,22500,LDC3450,Axis
SO231551,20991,CreditCard,21-02-2023,P11535,19050,LDC3451,Canara Bank
SO231552,21934,BankTransferEMI,21-02-2023,P11536,22050,LDC3452,Canara Bank
SO231553,20818,AutoDebitEMI,21-02-2023,P11537,50850,LDC3453,Canara Bank
SO231554,23688,BankTransferEMI,21-02-2023,P11538,16200,LDC3454,Canara Bank
SO231555,22931,BankTransferEMI,21-02-2023,P11539,33150,LDC3455,ICICI
SO231556,22778,AutoDebitEMI,22-02-2023,P11540,32700,LDC3456,Andhra Bank
SO231557,23012,UPI,22-02-2023,P11541,24900,LDC3457,Canara Bank
SO231558,20778,DebitCard,22-02-2023,P11542,72500,,ICICI
SO231559,22799,BankTransfer,22-02-2023,P11543,132000,,ICICI
SO231560,19733,DebitCard,22-02-2023,P11544,72000,,ICICI
SO231561,21641,UPI,22-02-2023,P11545,29397,LDC3461,ICICI
SO231562,20544,AutoDebitEMI,22-02-2023,P11546,13350,LDC3462,Andhra Bank
SO231563,22479,BankTransfer,22-02-2023,P11547,109500,,Canara Bank
SO231564,22834,UPI,22-02-2023,P11548,24900,LDC3464,HDFC
SO231565,22986,UPI,22-02-2023,P11549,33049.5,LDC3465,Andhra Bank
SO231566,19060,AutoDebitEMI,22-02-2023,P11550,29400,LDC3466,ICICI
SO231567,20545,AutoDebitEMI,22-02-2023,P11551,27750,LDC3467,HDFC
SO231568,19890,BankTransfer,22-02-2023,P11552,68450,,Axis
SO231569,24956,BankTransfer,22-02-2023,P11553,94470,,HDFC
SO231570,19692,AutoDebitEMI,22-02-2023,P11554,20550,LDC3470,Axis
SO231571,20858,AutoDebitEMI,22-02-2023,P11555,33000,LDC3471,Canara Bank
SO231572,18307,AutoDebitEMI,22-02-2023,P11556,25779,LDC3472,HDFC
SO231573,20162,CreditCard,22-02-2023,P11557,21000,LDC3473,HDFC
SO231574,23708,AutoDebitEMI,22-02-2023,P11558,53250,LDC3474,HDFC
SO231575,23758,CreditCard,22-02-2023,P11559,23400,LDC3475,Axis
SO231576,20928,Cash,22-02-2023,P11560,63500,,NetCash
SO231577,19780,Cash,22-02-2023,P11561,96835,,NetCash
SO231578,20408,Cash,22-02-2023,P11562,63000,,NetCash
SO231579,18532,BankTransfer,22-02-2023,P11563,112000,,ICICI
SO231580,24569,DebitCard,22-02-2023,P11564,109000,,Axis
SO231581,18760,CreditCard,22-02-2023,P11565,50700,LDC3481,Axis
SO231582,20047,UPI,22-02-2023,P11566,17742,LDC3482,Axis
SO231583,18478,CreditCard,22-02-2023,P11567,56100,LDC3483,Canara Bank
SO231584,24856,DebitCard,23-02-2023,P11568,44000,,ICICI
SO231585,23529,AutoDebitEMI,23-02-2023,P11569,27787.5,LDC3485,Andhra Bank
SO231586,19674,UPI,23-02-2023,P11570,56802,LDC3486,ICICI
SO231587,19225,AutoDebitEMI,23-02-2023,P11571,29550,LDC3487,ICICI
SO231588,18905,CreditCard,23-02-2023,P11572,36864.9,LDC3488,Andhra Bank
SO231589,22192,AutoDebitEMI,23-02-2023,P11573,21900,LDC3489,ICICI
SO231590,23498,AutoDebitEMI,23-02-2023,P11574,21600,LDC3490,HDFC
SO231591,18821,BankTransferEMI,23-02-2023,P11575,38250,LDC3491,Axis
SO231592,20419,BankTransfer,23-02-2023,P11576,83000,,Canara Bank
SO231593,20923,UPI,23-02-2023,P11577,22050,LDC3493,HDFC
SO231594,22586,BankTransfer,23-02-2023,P11578,48164,,Canara Bank
SO231595,19495,BankTransfer,23-02-2023,P11579,192000,,Axis
SO231596,22209,CreditCard,23-02-2023,P11580,26397,LDC3496,HDFC
SO231597,19915,AutoDebitEMI,23-02-2023,P11581,36864.9,LDC3497,Andhra Bank
SO231598,18651,BankTransferEMI,23-02-2023,P11582,20976,LDC3498,ICICI
SO231599,18769,DebitCard,23-02-2023,P11583,80000,,HDFC
SO231600,23459,BankTransfer,23-02-2023,P11584,73480,,Andhra Bank
SO231601,18479,CreditCard,23-02-2023,P11585,56100,LDC3501,HDFC
SO231602,23500,AutoDebitEMI,23-02-2023,P11586,27450,LDC3502,Axis
SO231603,21492,BankTransferEMI,23-02-2023,P11587,10200,LDC3503,ICICI
SO231604,24864,Cash,23-02-2023,P11588,68500,,NetCash
SO231605,24225,DebitCard,23-02-2023,P11589,34000,,Axis
SO231606,22712,Cash,23-02-2023,P11590,197500,,NetCash
SO231607,23031,DebitCard,23-02-2023,P11591,105404,,ICICI
SO231608,23798,DebitCard,23-02-2023,P11592,89000,,HDFC
SO231609,18646,UPI,23-02-2023,P11593,34500,LDC3509,ICICI
SO231610,19655,BankTransfer,23-02-2023,P11594,71250,,Andhra Bank
SO231611,18656,AutoDebitEMI,23-02-2023,P11595,21150,LDC3511,Axis
SO231612,24052,CreditCard,24-02-2023,P11596,33750,LDC3512,ICICI
SO231613,19893,UPI,24-02-2023,P11597,54471,LDC3513,HDFC
SO231614,19409,BankTransferEMI,24-02-2023,P11598,38977.8,LDC3514,Andhra Bank
SO231615,20887,AutoDebitEMI,24-02-2023,P11599,27493.2,LDC3515,Canara Bank
SO231616,21719,CreditCard,24-02-2023,P11600,26850,LDC3516,HDFC
SO231617,23012,CreditCard,24-02-2023,P11601,39750,LDC3517,Axis
SO231618,21717,UPI,24-02-2023,P11602,24600,LDC3518,Canara Bank
SO231619,24266,UPI,24-02-2023,P11603,47833.5,LDC3519,ICICI
SO231620,21180,BankTransferEMI,24-02-2023,P11604,25629,LDC3520,ICICI
SO231621,20040,Cash,24-02-2023,P11605,187500,,NetCash
SO231622,18144,DebitCard,24-02-2023,P11606,83000,,Axis
SO231623,22667,Cash,24-02-2023,P11607,83250,,NetCash
SO231624,20414,BankTransferEMI,24-02-2023,P11608,33600,LDC3524,Andhra Bank
SO231625,24793,BankTransfer,24-02-2023,P11609,71250,,HDFC
SO231626,19906,AutoDebitEMI,24-02-2023,P11610,15958.8,LDC3526,Andhra Bank
SO231627,18257,CreditCard,24-02-2023,P11611,32850,LDC3527,ICICI
SO231628,20038,UPI,24-02-2023,P11612,26850,LDC3528,Andhra Bank
SO231629,20765,DebitCard,24-02-2023,P11613,63500,,HDFC
SO231630,22012,DebitCard,24-02-2023,P11614,127500,,Canara Bank
SO231631,21121,CreditCard,24-02-2023,P11615,21750,LDC3531,Andhra Bank
SO231632,23354,Cash,24-02-2023,P11616,82750,,NetCash
SO231633,20088,CreditCard,24-02-2023,P11617,29550,LDC3533,ICICI
SO231634,24338,BankTransfer,24-02-2023,P11618,66912,,Canara Bank
SO231635,19955,BankTransferEMI,24-02-2023,P11619,21600,LDC3535,HDFC
SO231636,18885,DebitCard,24-02-2023,P11620,144500,,Canara Bank
SO231637,24819,DebitCard,24-02-2023,P11621,130238,,Axis
SO231638,23448,Cash,24-02-2023,P11622,124500,,NetCash
SO231639,23789,Cash,24-02-2023,P11623,56232,,NetCash
SO231640,24238,Cash,25-02-2023,P11624,104904,,NetCash
SO231641,24629,UPI,25-02-2023,P11625,85950,LDC3541,ICICI
SO231642,22376,Cash,25-02-2023,P11626,109000,,NetCash
SO231643,19647,DebitCard,25-02-2023,P11627,112179,,Andhra Bank
SO231644,23412,UPI,25-02-2023,P11628,23099.7,LDC3544,Andhra Bank
SO231645,21211,CreditCard,25-02-2023,P11629,25629,LDC3545,Axis
SO231646,21903,BankTransfer,25-02-2023,P11630,73000,,Canara Bank
SO231647,22762,DebitCard,25-02-2023,P11631,64000,,Axis
SO231648,21188,AutoDebitEMI,25-02-2023,P11632,24450,LDC3548,Canara Bank
SO231649,18783,BankTransfer,25-02-2023,P11633,77481,,Axis
SO231650,19498,BankTransferEMI,25-02-2023,P11634,69300,LDC3550,ICICI
SO231651,22068,AutoDebitEMI,25-02-2023,P11635,25629,LDC3551,Canara Bank
SO231652,22318,Cash,25-02-2023,P11636,55852,,NetCash
SO231653,18080,AutoDebitEMI,25-02-2023,P11637,54450,LDC3553,Axis
SO231654,23109,BankTransfer,25-02-2023,P11638,67000,,Axis
SO231655,19723,BankTransferEMI,25-02-2023,P11639,22509,LDC3555,Axis
SO231656,22779,UPI,25-02-2023,P11640,27300,LDC3556,ICICI
SO231657,23505,Cash,25-02-2023,P11641,116000,,NetCash
SO231658,18167,Cash,25-02-2023,P11642,105404,,NetCash
SO231659,23921,AutoDebitEMI,25-02-2023,P11643,24825,LDC3559,Canara Bank
SO231660,19248,BankTransferEMI,25-02-2023,P11644,26250,LDC3560,ICICI
SO231661,19886,BankTransferEMI,25-02-2023,P11645,23100,LDC3561,Axis
SO231662,24734,Cash,25-02-2023,P11646,10577,,NetCash
SO231663,20380,DebitCard,25-02-2023,P11647,34500,,HDFC
SO231664,21598,AutoDebitEMI,25-02-2023,P11648,24150,LDC3564,Andhra Bank
SO231665,20264,Cash,25-02-2023,P11649,97200,,NetCash
SO231666,20850,BankTransfer,25-02-2023,P11650,55352,,HDFC
SO231667,18496,BankTransfer,25-02-2023,P11651,95570,,ICICI
SO231668,19085,DebitCard,26-02-2023,P11652,147500,,Canara Bank
SO231669,18040,AutoDebitEMI,26-02-2023,P11653,23999.7,LDC3569,Canara Bank
SO231670,23671,UPI,26-02-2023,P11654,21450,LDC3570,ICICI
SO231671,20204,DebitCard,26-02-2023,P11655,75000,,Canara Bank
SO231672,23907,BankTransfer,26-02-2023,P11656,115000,,Canara Bank
SO231673,21413,AutoDebitEMI,26-02-2023,P11657,32700,LDC3573,Andhra Bank
SO231674,23697,CreditCard,26-02-2023,P11658,23550,LDC3574,Andhra Bank
SO231675,21297,CreditCard,26-02-2023,P11659,67800,LDC3575,Andhra Bank
SO231676,21626,DebitCard,26-02-2023,P11660,68520,,Axis
SO231677,24159,BankTransfer,26-02-2023,P11661,169000,,HDFC
SO231678,20325,CreditCard,26-02-2023,P11662,27750,LDC3578,Andhra Bank
SO231679,23753,UPI,26-02-2023,P11663,21450,LDC3579,HDFC
SO231680,21676,CreditCard,26-02-2023,P11664,37014.9,LDC3580,Canara Bank
SO231681,21779,BankTransferEMI,26-02-2023,P11665,23250,LDC3581,Axis
SO231682,21344,UPI,26-02-2023,P11666,21450,LDC3582,Axis
SO231683,21420,BankTransferEMI,26-02-2023,P11667,32100,LDC3583,HDFC
SO231684,19042,BankTransferEMI,26-02-2023,P11668,56700,LDC3584,ICICI
SO231685,22923,UPI,26-02-2023,P11669,20700,LDC3585,HDFC
SO231686,19884,BankTransfer,26-02-2023,P11670,123650,,ICICI
SO231687,22972,BankTransfer,26-02-2023,P11671,83250,,ICICI
SO231688,22719,BankTransfer,26-02-2023,P11672,266500,,HDFC
SO231689,20956,BankTransferEMI,26-02-2023,P11673,39600,LDC3589,HDFC
SO231690,24466,Cash,26-02-2023,P11674,72620,,NetCash
SO231691,21964,CreditCard,26-02-2023,P11675,21750,LDC3591,Andhra Bank
SO231692,20900,Cash,26-02-2023,P11676,189840,,NetCash
SO231693,20493,CreditCard,26-02-2023,P11677,24750,LDC3593,HDFC
SO231694,19037,CreditCard,26-02-2023,P11678,33000,LDC3594,Andhra Bank
SO231695,20015,BankTransferEMI,26-02-2023,P11679,47250,LDC3595,Canara Bank
SO231696,23129,BankTransfer,27-02-2023,P11680,306000,,HDFC
SO231697,23543,CreditCard,27-02-2023,P11681,19200,LDC3597,ICICI
SO231698,21093,BankTransferEMI,27-02-2023,P11682,25050,LDC3598,Axis
SO231699,22331,UPI,27-02-2023,P11683,23550,LDC3599,Andhra Bank
SO231700,20957,CreditCard,27-02-2023,P11684,24669,LDC3600,Andhra Bank
SO231701,24037,BankTransferEMI,27-02-2023,P11685,34350,LDC3601,ICICI
SO231702,24494,DebitCard,27-02-2023,P11686,182400,,Axis
SO231703,21927,UPI,27-02-2023,P11687,29400,LDC3603,HDFC
SO231704,21414,Cash,27-02-2023,P11688,96070,,NetCash
SO231705,22247,BankTransferEMI,27-02-2023,P11689,38977.8,LDC3605,Canara Bank
SO231706,20316,BankTransfer,27-02-2023,P11690,206500,,Canara Bank
SO231707,18278,BankTransferEMI,27-02-2023,P11691,82950,LDC3607,Andhra Bank
SO231708,19495,UPI,27-02-2023,P11692,54621,LDC3608,Canara Bank
SO231709,20558,CreditCard,27-02-2023,P11693,19002,LDC3609,ICICI
SO231710,23752,BankTransfer,27-02-2023,P11694,116000,,ICICI
SO231711,23186,Cash,27-02-2023,P11695,134000,,NetCash
SO231712,22738,UPI,27-02-2023,P11696,22650,LDC3612,Canara Bank
SO231713,19835,BankTransfer,27-02-2023,P11697,112500,,Axis
SO231714,24154,BankTransfer,27-02-2023,P11698,107000,,Axis
SO231715,18755,Cash,27-02-2023,P11699,68970,,NetCash
SO231716,18178,UPI,27-02-2023,P11700,27900,LDC3616,HDFC
SO231717,21928,UPI,27-02-2023,P11701,47100,LDC3617,Andhra Bank
SO231718,18546,Cash,27-02-2023,P11702,177000,,NetCash
SO231719,23736,DebitCard,27-02-2023,P11703,112000,,Canara Bank
SO231720,24170,BankTransferEMI,27-02-2023,P11704,19932,LDC3620,ICICI
SO231721,24487,Cash,27-02-2023,P11705,109500,,NetCash
SO231722,19400,BankTransfer,27-02-2023,P11706,76950,,ICICI
SO231723,18227,UPI,27-02-2023,P11707,29025,LDC3623,Canara Bank
SO231724,23561,BankTransferEMI,28-02-2023,P11708,27750,LDC3624,ICICI
SO231725,18603,DebitCard,28-02-2023,P11709,91500,,ICICI
SO231726,20809,BankTransferEMI,28-02-2023,P11710,21750,LDC3626,Andhra Bank
SO231727,23343,BankTransferEMI,28-02-2023,P11711,23250,LDC3627,ICICI
SO231728,24574,AutoDebitEMI,28-02-2023,P11712,20535,LDC3628,Canara Bank
SO231729,18181,UPI,28-02-2023,P11713,19932,LDC3629,ICICI
SO231730,21800,Cash,28-02-2023,P11714,109000,,NetCash
SO231731,20570,BankTransferEMI,28-02-2023,P11715,43200,LDC3631,ICICI
SO231732,24930,DebitCard,28-02-2023,P11716,43304,,ICICI
SO231733,22787,Cash,28-02-2023,P11717,206000,,NetCash
